Question_ID,User_ID,User_Reputation,User_Type,Gold_Badges,Silver_Badges,Bronze_Badges,Has_Custom_Avatar,Accept_Rate,Tags,Tag_Count,Creation_Date_Readable,Post_Age_Days,Has_Image,Word_Count,Code_Block_Count,Link_Count,Title_Word_Count,LaTeX_Comment_Count,Is_Question_Format,Subjective_Score,Up_Vote_Count,Down_Vote_Count,Favorite_Count,View_Count,Is_Answered,Objective_Comment_Count,Objective_Total_Comment_Words,Objective_Avg_Comment_Words,Objective_Time_To_First_Answer_Mins,Answer_Count,Has_Accepted_Answer,Max_Answer_Score,Avg_Answer_Score,Total_Answer_Words,Link
29049,951,33274,registered,22,125,204,True,94.0,"line-breaking, paragraphs, typography, rivers",4,2011-09-20 22:34:29,5440.57,True,124,0,1,8,0,True,209,210,1,0,9848,True,0,0,0.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/29049/how-to-define-the-badness-of-a-river
50269,9757,30704,registered,43,103,147,False,99.0,"lists, itemize",2,2012-04-01 01:36:20,5247.45,False,29,0,0,3,0,False,208,208,0,0,565750,True,0,0,0.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/50269/itemize-without-bullets
240868,65856,5010,registered,4,27,49,True,86.0,"math-mode, cases",2,2015-04-27 17:05:55,4125.8,True,34,1,0,23,0,True,208,208,0,0,960824,True,5,90,18.0,,8,False,0,0.0,0,https://tex.stackexchange.com/questions/240868/how-can-i-write-cases-with-grouping-braces-on-both-left-and-right-side-and-spli
10574,1442,12673,registered,14,58,68,False,62.0,"graphics, punctuation, file-lookup",3,2011-02-08 12:03:54,5664.97,False,71,0,0,4,0,False,207,207,0,0,66132,True,0,0,0.0,63.05,5,False,51,51.0,10,https://tex.stackexchange.com/questions/10574/includegraphics-dots-in-filename
103988,Unknown,0,does_not_exist,0,0,0,True,,"formatting, arrows, stacking-symbols",3,2013-03-23 23:28:54,4890.49,False,28,0,0,5,0,False,207,207,0,0,698241,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/103988/rightarrow-with-text-above-it
73862,13173,8246,registered,16,68,149,True,92.0,"table-of-contents, hyperref, links",3,2009-02-15 17:40:04,6387.73,False,42,0,1,9,0,True,206,206,0,0,264666,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/73862/how-can-i-make-a-clickable-table-of-contents
32824,7256,2393,registered,2,14,10,False,,"math-mode, symbols",2,2011-10-26 23:51:03,5404.52,False,102,4,0,12,0,False,206,208,2,0,260007,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/32824/show-inline-math-as-if-it-were-display-math-and-vice-versa
40160,10511,2163,registered,2,13,4,False,,"math-mode, symbols, lyx",3,2012-01-05 19:38:19,5333.65,True,65,0,0,9,0,False,206,206,0,0,626421,True,0,0,0.0,5282356.83,7,False,5,4.5,137,https://tex.stackexchange.com/questions/40160/math-symbol-question-vertical-bar-for-evaluated-at
108315,21891,60596,registered,25,217,295,True,88.0,"texmaker, texstudio",2,2013-04-12 15:44:11,4870.86,True,158,0,1,9,0,True,206,206,0,0,229817,True,2,31,15.5,,13,False,0,0.0,0,https://tex.stackexchange.com/questions/108315/how-can-i-set-a-dark-theme-in-texstudio
4987,1402,47580,registered,15,140,207,False,70.0,context,1,2010-11-05 23:03:12,5759.51,False,100,0,0,7,0,True,205,205,0,0,35499,True,1,19,19.0,,6,False,0,0.0,0,https://tex.stackexchange.com/questions/4987/why-should-i-be-interested-in-context
82993,510,258210,registered,75,741,805,True,98.0,naming,1,2012-11-16 16:24:57,5017.79,False,60,1,0,14,2,True,205,205,0,0,125964,True,0,0,0.0,0.67,5,True,263,263.0,556,https://tex.stackexchange.com/questions/82993/how-to-change-the-name-of-document-elements-like-figure-contents-bibliogr
12672,215,76906,registered,61,268,384,False,98.0,"tables, big-list",2,2011-03-04 20:04:24,5640.63,False,88,0,0,10,0,True,204,205,1,0,121940,True,0,0,0.0,12.97,3,True,246,246.0,802,https://tex.stackexchange.com/questions/12672/which-tabular-packages-do-which-tasks-and-which-packages-conflict
22100,6487,3841,registered,9,30,27,False,93.0,stacking-symbols,1,2011-07-02 06:01:43,5521.26,False,64,0,0,5,0,False,204,204,0,0,970137,True,0,0,0.0,5993310.78,6,False,5,5.0,546,https://tex.stackexchange.com/questions/22100/the-bar-and-overline-commands
129951,19229,5197,registered,11,34,40,False,82.0,"numbering, lists, enumerate",3,2013-08-25 03:18:16,4736.37,False,65,0,0,8,0,False,204,204,0,0,782143,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/129951/enumerate-tag-using-the-alphabet-instead-of-numbers
15129,Unknown,0,does_not_exist,0,0,0,True,,"math-mode, symbols",2,2011-04-06 13:45:13,5607.94,False,20,0,0,13,0,True,203,203,0,0,764391,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/15129/how-to-write-n-x-n-with-a-multiplication-symbol-for-matrix-dimensions
27411,2877,2121,registered,2,13,4,False,,"fonts, pdftex, bold, small-caps",4,2009-03-31 01:52:20,6344.43,False,53,1,0,5,0,False,202,202,0,0,394652,True,1,69,69.0,1140552.35,8,False,55,55.0,57,https://tex.stackexchange.com/questions/27411/small-caps-and-bold-face
6333,1527,15615,registered,15,55,60,False,90.0,"linux, spelling, grammar, proofreading",4,2010-12-01 17:10:02,5733.76,False,98,0,0,6,0,True,202,202,0,0,128210,True,3,69,23.0,5447.15,25,True,66,26.0,283,https://tex.stackexchange.com/questions/6333/grammar-checking-tool-for-use-with-latex
39380,885,7215,registered,3,39,61,True,95.0,"macros, tex-core",2,2011-12-27 00:04:06,5343.47,False,41,0,0,7,0,True,201,201,0,0,63767,True,0,0,0.0,34.65,6,True,193,98.0,1666,https://tex.stackexchange.com/questions/39380/what-exactly-do-csname-and-endcsname-do
86565,17049,16476,registered,19,68,103,False,86.0,"spacing, xspace",2,2012-12-11 19:42:18,4992.65,False,38,0,0,3,0,False,201,201,0,0,49896,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/86565/drawbacks-of-xspace
139873,19356,38073,registered,37,233,496,True,98.0,"best-practices, big-list",2,2013-10-21 14:09:33,4678.92,False,134,0,0,13,0,True,201,203,2,0,26145,True,1,5,5.0,91.3,47,False,88,44.75,579,https://tex.stackexchange.com/questions/139873/what-are-the-most-common-mistakes-that-beginners-of-latex-and-friends-make
2958,564,8541,registered,18,54,56,False,96.0,"floats, page-breaking",2,2010-09-10 06:14:33,5816.25,False,124,1,0,6,0,True,200,200,0,0,391727,True,1,22,22.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/2958/why-is-newpage-ignored-sometimes
13396,4177,3615,registered,4,21,8,False,,"equations, vertical-alignment, numbering, align",4,2011-03-14 16:51:55,5630.77,True,148,3,3,15,0,False,200,200,0,0,223949,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/13396/how-to-get-only-one-vertically-centered-equation-number-in-align-environment-wit
134638,Unknown,0,does_not_exist,0,0,0,True,,"typography, examples, calendar, calligraphy, typefaces",5,2013-09-23 11:42:26,4707.02,True,386,1,3,6,4,False,200,200,0,0,19905,True,1,16,16.0,,24,False,0,0.0,0,https://tex.stackexchange.com/questions/134638/showcase-tex-typography-for-tugs-calendar
2597,1046,2083,registered,2,13,4,False,,"equations, numbering",2,2010-09-01 00:07:32,5825.51,False,67,1,0,8,0,False,198,198,0,0,805679,True,1,32,32.0,7197678.4,8,False,0,0.0,29,https://tex.stackexchange.com/questions/2597/how-do-i-turn-off-equation-auto-numbering
9889,224,5498,registered,5,28,29,False,78.0,"beamer, vertical-alignment",2,2011-01-29 13:35:39,5674.9,False,27,0,0,11,0,False,198,198,0,0,151712,True,0,0,0.0,7544065.35,3,False,0,0.0,73,https://tex.stackexchange.com/questions/9889/positioning-content-at-the-top-of-a-beamer-slide-by-default
33219,8964,4439,registered,6,27,25,False,90.0,"environments, quoting",2,2011-10-31 14:04:52,5399.88,False,27,0,1,9,0,True,198,199,1,0,117103,True,0,0,0.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/33219/whats-the-difference-between-the-environments-quote-and-quotation
128454,17423,27801,registered,11,100,270,False,86.0,"tex-core, big-list, latex-misc, research",4,2013-08-16 07:40:41,4745.19,False,335,0,2,11,0,True,198,198,0,0,13095,True,0,0,0.0,5886.45,23,False,23,23.0,256,https://tex.stackexchange.com/questions/128454/are-there-any-open-research-problems-in-the-world-of-tex
83855,16097,4865,registered,14,44,45,False,83.0,line-spacing,1,2012-11-22 23:27:04,5011.49,False,45,1,0,6,0,False,197,197,0,0,897735,True,0,0,0.0,5794748.27,5,False,4,3.5,192,https://tex.stackexchange.com/questions/83855/change-line-spacing-inside-the-document
265,136,10884,registered,14,50,43,False,65.0,fontsize,1,2010-07-27 06:49:39,5861.23,False,39,0,0,4,0,True,196,196,0,0,186016,True,0,0,0.0,5.9,10,False,58,33.0,149,https://tex.stackexchange.com/questions/265/fonts-larger-than-huge
1756,813,1254,registered,4,13,9,False,,latex-misc,1,2010-08-15 14:43:30,5841.9,False,65,0,0,5,0,True,196,196,0,0,168519,True,0,0,0.0,6114880.6,23,False,7,4.67,1030,https://tex.stackexchange.com/questions/1756/why-should-i-use-latex
91566,24343,2063,registered,2,13,5,False,,"graphics, horizontal-alignment",2,2013-01-13 12:44:36,4959.94,False,26,0,0,8,0,True,196,196,0,0,701587,True,0,0,0.0,5189311.73,4,False,0,0.0,13,https://tex.stackexchange.com/questions/91566/syntax-similar-to-centering-for-right-and-left
32598,8839,2188,registered,2,15,9,False,,"sectioning, floats, positioning, sections-paragraphs",4,2011-10-24 20:59:51,5406.64,False,78,1,2,12,0,False,195,195,0,0,659830,True,1,1,1.0,120.13,4,False,43,43.0,141,https://tex.stackexchange.com/questions/32598/force-latex-image-to-appear-in-the-section-in-which-its-declared
107057,27612,5907,registered,14,41,50,False,93.0,"tikz-pgf, fontsize, nodes",3,2013-04-05 20:35:08,4877.65,False,86,1,0,6,0,False,195,195,0,0,426492,True,2,67,33.5,4700538.42,4,False,24,24.0,150,https://tex.stackexchange.com/questions/107057/adjusting-font-size-with-tikz-picture
30062,467,4011,registered,3,20,15,False,,"macros, spacing, tex-core",3,2010-06-10 17:42:49,5907.77,False,37,0,0,3,0,False,194,194,0,0,656470,True,1,7,7.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/30062/vspace-vs-vskip
4302,1527,15615,registered,15,55,60,False,90.0,"formatting, symbols, kerning",3,2010-10-19 16:16:28,5776.83,True,52,0,0,6,0,True,194,195,1,0,87620,True,1,4,4.0,6357955.12,11,False,1,1.0,67,https://tex.stackexchange.com/questions/4302/prettiest-way-to-typeset-c-cplusplus
30720,8403,1941,unregistered,2,12,3,False,,"formatting, footnotes",2,2011-10-06 21:52:20,5424.6,False,90,1,1,4,0,False,194,194,0,0,273828,True,0,0,0.0,5526190.72,10,False,1,-0.75,247,https://tex.stackexchange.com/questions/30720/footnote-without-a-marker
42,14,28103,registered,31,81,81,False,100.0,"packages, spacing, indentation, paragraphs, parskip",5,2010-07-26 22:42:18,5861.57,False,59,0,0,12,0,True,193,193,0,0,41040,True,0,0,0.0,6206089.08,6,False,3,3.0,18,https://tex.stackexchange.com/questions/42/how-can-i-use-a-vertical-space-between-paragraphs-rather-than-indentation
953,136,10884,registered,14,50,43,False,65.0,expl3,1,2010-08-04 01:41:01,5853.44,False,47,0,0,9,0,True,193,194,1,0,34485,True,0,0,0.0,523.53,5,True,177,177.0,777,https://tex.stackexchange.com/questions/953/why-is-latex3-taking-so-long-to-come-out
3243,929,12622,registered,14,51,58,False,83.0,"tables, graphics, floats, captions, positioning",5,2010-09-19 00:44:20,5807.48,False,48,0,0,10,0,True,193,193,0,0,131219,True,2,50,25.0,,6,False,0,0.0,0,https://tex.stackexchange.com/questions/3243/why-should-a-table-caption-be-placed-above-the-table
11366,1970,10406,registered,21,58,78,False,71.0,"floats, positioning",2,2011-02-18 01:21:44,5655.41,False,48,0,0,16,0,True,193,194,1,0,278217,True,1,57,57.0,439.83,9,False,113,37.33,370,https://tex.stackexchange.com/questions/11366/how-can-i-get-the-figures-not-to-be-pushed-to-the-end-of-the-document
34265,6376,6490,registered,10,42,48,False,75.0,"beamer, fonts, math-mode",3,2011-11-09 23:22:49,5390.5,True,96,2,0,10,0,False,193,193,0,0,108257,True,1,29,29.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/34265/how-to-get-beamer-math-to-look-like-article-math
36030,6527,2287,registered,2,15,9,False,,"fonts, code",2,2011-11-24 12:59:00,5375.93,False,44,0,0,10,0,True,192,192,0,0,351856,True,2,58,29.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/36030/how-to-make-a-single-word-look-as-some-code
63852,16747,2065,registered,2,15,7,False,,"biblatex, bibtex, bibliographies, citing, warnings",5,2012-07-19 05:33:45,5138.28,False,127,3,0,10,0,False,192,192,0,0,298742,True,0,0,0.0,379.87,3,True,246,246.0,1289,https://tex.stackexchange.com/questions/63852/question-mark-or-bold-citation-key-instead-of-citation-number
2607,1035,9260,registered,7,41,44,False,100.0,"math-mode, spacing, math-operators, brackets, delimiters",5,2010-09-01 04:12:27,5825.34,False,73,0,0,5,0,False,191,191,0,0,29978,True,1,56,56.0,1001924.07,7,False,63,63.0,68,https://tex.stackexchange.com/questions/2607/spacing-around-left-and-right
1554,510,258210,registered,75,741,805,True,98.0,"biblatex, author-number",2,2010-08-11 21:10:05,5845.63,False,56,0,1,10,0,False,189,189,0,0,127258,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/1554/biblatex-displaying-all-authors-of-multi-author-works-in-the-bibliography
2984,510,258210,registered,75,741,805,True,98.0,"packages, pdftex, xetex",3,2010-09-10 23:47:20,5815.52,False,96,0,5,8,0,False,189,189,0,0,56010,True,0,0,0.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/2984/frequently-loaded-packages-differences-between-pdflatex-and-xelatex
18987,Unknown,0,does_not_exist,0,0,0,True,,"pdftex, pdf, file-size",3,2011-05-24 22:46:28,5559.56,False,61,0,0,9,0,True,189,189,0,0,132799,True,1,48,48.0,1502.67,3,False,188,188.0,145,https://tex.stackexchange.com/questions/18987/how-to-make-the-pdfs-produced-by-pdflatex-smaller
26529,7448,2761,registered,4,22,16,True,100.0,"pdf, pdftex, miktex, metadata",4,2011-08-25 05:23:50,5467.29,False,58,0,0,8,0,True,189,189,0,0,98257,True,0,0,0.0,2458653.32,6,False,70,39.0,115,https://tex.stackexchange.com/questions/26529/how-can-i-generate-pdf-metadata-from-latex
73016,86,161292,registered,46,419,794,True,79.0,"packages, installing, linux",3,2012-09-18 13:23:39,5076.95,False,120,0,2,11,0,True,188,189,1,0,299079,True,0,0,0.0,0.0,8,False,177,177.0,1944,https://tex.stackexchange.com/questions/73016/how-do-i-install-an-individual-package-on-a-linux-system
135389,37383,2539,registered,4,18,10,False,,"math-mode, amsmath",2,2013-09-27 19:23:55,4702.7,False,19,0,0,8,0,True,188,190,2,0,387595,True,1,16,16.0,4287733.82,3,False,8,8.0,42,https://tex.stackexchange.com/questions/135389/what-is-the-difference-between-dfrac-and-frac
7503,752,4355,registered,7,29,32,False,90.0,"math-mode, line-breaking, amsmath",3,2010-12-21 14:41:06,5713.86,False,37,2,0,9,0,True,187,187,0,0,192256,True,1,8,8.0,,6,False,0,0.0,0,https://tex.stackexchange.com/questions/7503/how-can-i-write-multiple-lines-in-a-subscript
39296,8918,13935,registered,25,126,231,False,88.0,"tikz-pgf, diagrams, pstricks, context, metapost",5,2011-12-25 14:32:19,5344.86,False,56,0,0,3,0,False,187,187,0,0,29673,True,0,0,0.0,,12,False,0,0.0,0,https://tex.stackexchange.com/questions/39296/simulating-hand-drawn-lines
39309,10268,2069,unregistered,4,16,8,False,,"pdftex, conversion, html, accessibility, latex2html",5,2011-12-25 16:52:47,5344.77,True,155,1,1,4,0,False,186,187,1,0,283940,True,1,43,43.0,395.08,15,False,141,56.33,361,https://tex.stackexchange.com/questions/39309/convert-latex-to-html
42726,11272,2093,registered,2,14,8,False,,"equations, numbering, page-breaking, amsmath, align",5,2012-01-30 00:03:24,5309.47,False,88,0,2,9,0,False,186,186,0,0,265380,True,0,0,0.0,5856740.07,7,False,5,2.67,259,https://tex.stackexchange.com/questions/42726/align-but-show-one-equation-number-at-the-end
104274,24686,3285,registered,2,17,24,False,71.0,"math-mode, xetex, symbols, amsmath, plain-tex",5,2013-03-25 23:18:42,4888.5,False,19,0,0,7,0,False,186,186,0,0,1038197,True,0,0,0.0,552.65,5,False,14,14.0,10,https://tex.stackexchange.com/questions/104274/real-number-symbol-utf-8-%e2%84%9d-in-xetex
13625,3735,17665,registered,7,42,50,False,100.0,"floats, cross-referencing, captions, subfloats, subcaption",5,2011-03-16 15:48:20,5628.81,False,73,0,1,9,0,False,184,184,0,0,106332,True,0,0,0.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/13625/subcaption-vs-subfig-best-package-for-referencing-a-subfigure
47351,7844,10779,registered,15,64,119,False,95.0,"macros, patching",2,2012-03-09 07:31:56,5270.16,False,54,1,0,8,0,True,184,184,0,0,71357,True,0,0,0.0,32.07,5,True,169,169.0,53,https://tex.stackexchange.com/questions/47351/can-i-redefine-a-command-to-contain-itself
119713,31834,3523,registered,5,22,22,False,78.0,"equations, pdf, copy-paste, accessibility",4,2013-06-18 13:25:06,4803.95,True,40,1,0,5,0,False,184,184,0,0,18563,True,0,0,0.0,5489120.25,3,False,1,1.0,278,https://tex.stackexchange.com/questions/119713/making-equations-copyable-in-pdf
140814,2693,227255,registered,49,581,896,False,89.0,"biblatex, bibliographies, errors, compiling, biber",5,2013-10-26 21:47:47,4673.6,False,45,3,0,10,0,False,184,184,0,0,72955,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/140814/biblatex-biber-fails-with-a-strange-error-about-missing-recode-data-xml-file
218567,4011,30293,registered,34,148,229,False,72.0,"msword, latex-misc, tex-history",3,2014-12-18 17:40:33,4255.73,False,191,0,1,9,0,False,184,185,1,0,56127,True,3,67,22.33,1238.17,28,False,51,51.0,158,https://tex.stackexchange.com/questions/218567/latex-vs-word-improvements-of-latex-over-the-years
41821,Unknown,0,does_not_exist,0,0,0,True,,bibtex,1,2012-01-21 14:50:36,5317.85,False,62,0,0,13,0,False,183,183,0,0,54353,True,7,158,22.57,1172164.62,13,False,32,7.0,471,https://tex.stackexchange.com/questions/41821/creating-bib-file-containing-only-the-cited-references-of-a-bigger-bib-file
51757,11556,3047,registered,3,18,20,False,75.0,"tikz-pgf, conversion, svg",3,2012-04-13 14:18:46,5234.92,False,59,0,0,10,0,True,183,184,1,0,84084,True,0,0,0.0,1001066.18,9,False,5,4.67,667,https://tex.stackexchange.com/questions/51757/how-can-i-use-tikz-to-make-standalone-svg-graphics
4152,791,17450,registered,21,77,130,False,78.0,"page-breaking, widows-orphans",2,2010-10-15 17:23:34,5780.79,False,25,0,0,6,0,True,182,182,0,0,99638,True,4,60,15.0,607.95,8,False,9,6.0,98,https://tex.stackexchange.com/questions/4152/how-do-i-prevent-widow-orphan-lines
8683,2881,1923,registered,2,12,6,False,,"page-breaking, multicol",2,2011-01-11 06:33:40,5693.2,True,122,1,0,10,2,True,182,182,0,0,252695,True,0,0,0.0,6338284.67,4,False,0,0.0,14,https://tex.stackexchange.com/questions/8683/how-do-i-force-a-column-break-in-a-multi-column-page
27028,6154,2407,registered,2,17,11,False,,line-breaking,1,2011-08-31 01:36:54,5461.45,False,36,0,0,8,0,True,182,182,0,0,130921,True,3,34,11.33,293.27,1,True,143,143.0,189,https://tex.stackexchange.com/questions/27028/what-is-the-difference-between-newline-and
29840,5764,628691,moderator,148,1510,2443,True,97.0,"formatting, typography, big-list",3,2011-09-29 01:10:49,5432.46,False,344,0,10,2,0,False,182,182,0,0,19933,True,1,10,10.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/29840/consistent-typography
95270,24961,1921,registered,2,11,3,False,,ampersand,1,2013-01-25 01:29:18,4948.41,False,33,0,2,8,0,True,182,182,0,0,769827,True,3,73,24.33,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/95270/how-do-i-use-literally-in-latex
32711,7538,1921,registered,3,12,5,False,,"rules, decorations",2,2009-02-06 18:21:38,6396.71,False,80,0,0,6,0,False,181,182,1,0,78979,True,0,0,0.0,,14,False,0,0.0,0,https://tex.stackexchange.com/questions/32711/totally-sweet-horizontal-rules-in-latex
531,46,3613,registered,5,23,13,False,,"symbols, punctuation",2,2010-07-29 01:47:55,5859.44,False,66,0,1,10,0,True,181,181,0,0,367719,True,0,0,0.0,281748.58,8,True,224,76.67,200,https://tex.stackexchange.com/questions/531/what-is-the-best-way-to-use-quotation-mark-glyphs
7546,1333,3950,registered,7,26,21,True,75.0,symbols,1,2010-12-22 06:15:17,5713.21,False,37,0,0,7,0,False,180,180,0,0,354198,True,2,28,14.0,37.63,4,True,185,93.5,162,https://tex.stackexchange.com/questions/7546/how-to-get-latex-symbol-in-document
135134,37301,1809,unregistered,2,12,3,False,,"spacing, lyx",2,2013-09-26 08:30:37,4704.16,False,31,0,0,8,0,True,180,181,1,0,850807,True,1,40,40.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/135134/how-to-add-an-empty-line-between-paragraphs
29973,951,33274,registered,22,125,204,True,94.0,"macros, optional-arguments",2,2011-09-29 23:46:00,5431.52,False,30,1,0,7,0,False,179,179,0,0,59185,True,1,29,29.0,7.45,7,True,144,73.0,77,https://tex.stackexchange.com/questions/29973/more-than-one-optional-argument-for-newcommand
60453,15765,3101,registered,5,23,9,False,0.0,"equations, fontsize",2,2012-06-19 23:27:25,5167.53,False,53,0,0,5,0,False,179,179,0,0,642625,True,0,0,0.0,19.7,7,False,168,60.33,322,https://tex.stackexchange.com/questions/60453/reducing-font-size-in-equation
80460,10542,3511,registered,9,35,32,False,83.0,"math-mode, math-operators",2,2012-11-05 08:19:26,5029.12,False,31,0,1,6,0,False,179,179,0,0,342247,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/80460/expression-under-summation-on-multiple-lines
139733,31917,5081,registered,12,46,63,False,83.0,"tikz-pgf, diagrams, animations, fun",4,2013-10-20 19:48:24,4679.69,False,43,0,1,8,0,True,179,179,0,0,40321,True,4,46,11.5,6496082.12,20,False,4,3.25,377,https://tex.stackexchange.com/questions/139733/can-we-make-a-love-heart-with-latex
39930,Unknown,0,does_not_exist,0,0,0,True,,characters,1,2009-06-02 16:30:46,6280.82,False,15,0,1,4,0,False,178,178,0,0,366789,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/39930/hash-character-in-latex
25369,6626,4442,registered,7,33,39,True,92.0,"tables, rotating",2,2011-08-10 06:27:47,5482.24,False,35,0,0,5,0,True,178,178,0,0,479450,True,3,110,36.67,5480197.07,6,False,3,3.0,76,https://tex.stackexchange.com/questions/25369/how-to-rotate-a-table
50349,13152,7942,registered,23,69,83,False,85.0,"tables, color",2,2012-04-01 19:09:52,5246.71,False,50,0,1,7,0,False,178,178,0,0,499658,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/50349/color-only-a-cell-of-a-table
59726,14339,3909,registered,6,33,35,False,92.0,"sectioning, fontsize, titlesec",3,2012-06-13 20:24:42,5173.66,True,60,0,1,10,0,False,178,178,0,0,422959,True,0,0,0.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/59726/change-size-of-section-subsection-subsubsection-paragraph-and-subparagraph-ti
74125,10554,3303,registered,6,27,23,False,68.0,syntax,1,2012-09-26 02:19:59,5069.42,False,47,0,0,7,0,True,178,178,0,0,451952,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/74125/how-do-i-put-text-over-symbols
8301,1660,3589,registered,8,29,26,False,100.0,"math-mode, symbols",2,2011-01-05 10:14:25,5699.04,False,25,0,1,5,0,True,177,177,0,0,586619,True,2,26,13.0,4.58,2,True,223,223.0,11,https://tex.stackexchange.com/questions/8301/is-there-a-circle-symbol
11177,Unknown,0,does_not_exist,0,0,0,True,,"comments, text-manipulation",2,2011-02-16 02:17:28,5657.38,False,16,0,0,9,0,True,177,177,0,0,370852,True,1,23,23.0,,7,False,0,0.0,0,https://tex.stackexchange.com/questions/11177/how-to-write-hidden-notes-in-a-latex-file
67571,17112,1937,registered,2,13,9,False,,"line-breaking, hyphenation",2,2012-08-17 17:14:48,5108.79,False,137,0,0,5,0,False,177,177,0,0,226375,True,1,4,4.0,39.12,2,True,217,217.0,113,https://tex.stackexchange.com/questions/67571/no-hyphen-for-a-word
127707,21025,2577,registered,5,19,19,False,100.0,"math-mode, symbols",2,2013-08-11 17:06:45,4749.8,True,42,2,0,8,0,False,177,177,0,0,686785,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/127707/displaying-the-binomial-coefficient-symbol-in-math-mode
4239,483,2599,registered,3,18,10,False,100.0,"best-practices, unit-of-measure",2,2010-10-18 01:26:40,5778.45,False,134,0,0,8,0,True,176,176,0,0,59620,True,0,0,0.0,80.88,3,True,172,172.0,244,https://tex.stackexchange.com/questions/4239/which-measurement-units-should-one-use-in-latex
35433,9241,9174,registered,16,48,50,True,76.0,"sectioning, table-of-contents, header-footer, numbering, starred-version",5,2011-11-20 00:47:43,5380.44,False,60,0,0,11,0,False,176,176,0,0,332130,True,1,1,1.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/35433/creating-unnumbered-parts-chapters-sections-plus-adding-them-to-the-toc-and-or
49414,8057,12850,registered,11,72,123,False,89.0,"tables, conversion, tools, big-list, excel2latex",5,2012-03-25 20:58:44,5253.6,False,161,0,1,11,0,False,176,176,0,0,43035,True,0,0,0.0,79247.48,26,False,24,24.0,158,https://tex.stackexchange.com/questions/49414/comprehensive-list-of-tools-that-simplify-the-generation-of-latex-tables
58087,12860,6281,registered,15,43,44,False,68.0,"fonts, beamer, warnings",3,2012-06-01 08:22:53,5186.16,False,50,2,1,20,0,True,176,176,0,0,160144,True,0,0,0.0,6680698.73,5,False,-1,-1.0,115,https://tex.stackexchange.com/questions/58087/how-to-remove-the-warnings-font-shape-ot1-cmss-m-n-in-size-4-not-available
83101,21792,3179,registered,3,22,20,False,71.0,"pgfplots, color, incompatibility, package-options",4,2012-11-17 18:03:35,5016.72,False,188,3,0,5,0,False,176,176,0,0,204745,True,0,0,0.0,5231266.52,3,False,27,15.0,67,https://tex.stackexchange.com/questions/83101/option-clash-for-package-xcolor
146306,41478,1913,registered,2,12,6,True,,"lists, inline",2,2013-11-22 05:03:21,4647.26,False,24,0,0,5,0,True,176,177,1,0,159318,True,0,0,0.0,5785343.18,9,False,2,2.0,43,https://tex.stackexchange.com/questions/146306/how-to-make-horizontal-lists
7953,Unknown,0,does_not_exist,0,0,0,True,,"pgfplots, graphics, tex-core, memory",4,2010-12-30 05:58:31,5705.22,False,103,1,0,10,0,False,175,175,0,0,162008,True,1,30,30.0,5652631.25,11,False,2,0.67,80,https://tex.stackexchange.com/questions/7953/how-to-expand-texs-main-memory-size-pgfplots-memory-overload
8411,10,13703,registered,12,49,53,False,95.0,"bibliographies, bibtex, biblatex",3,2011-01-06 20:53:59,5697.6,False,70,0,0,8,0,True,174,174,0,0,99684,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/8411/what-is-the-difference-between-bibtex-and-biblatex
9065,164,2465,registered,5,20,14,False,100.0,"braces, conditionals",2,2011-01-16 15:26:49,5687.83,False,31,0,0,9,0,False,174,174,0,0,292779,True,1,14,14.0,6214715.6,5,False,4,4.0,55,https://tex.stackexchange.com/questions/9065/large-braces-for-specifying-values-of-variables-by-condition
